movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count,on_streaming_year,in_theaters_year
The Boy And The Beast (Bakemono No Ko),PG-13,Action & Adventure,2016-04-03,2016-07-06,119.0,Certified Fresh,90.0,67.0,88.0,2966.0,2016,2016.0
The Boy And The Beast (Bakemono No Ko),PG-13,Animation,2016-04-03,2016-07-06,119.0,Certified Fresh,90.0,67.0,88.0,2966.0,2016,2016.0
The Boy And The Beast (Bakemono No Ko),PG-13,Art House & International,2016-04-03,2016-07-06,119.0,Certified Fresh,90.0,67.0,88.0,2966.0,2016,2016.0
The Boy Next Door,R,Mystery & Suspense,2015-01-23,2015-04-28,91.0,Rotten,11.0,133.0,33.0,28705.0,2015,2015.0
The Boy Who Harnessed the Wind,NR,Art House & International,2019-01-03,2019-01-03,113.0,Certified Fresh,86.0,56.0,89.0,233.0,2019,2019.0
The Boy Who Harnessed the Wind,NR,Drama,2019-01-03,2019-01-03,113.0,Certified Fresh,86.0,56.0,89.0,233.0,2019,2019.0
Jack and the Cuckoo-Clock Heart,PG,Action & Adventure,2014-09-24,2014-07-10,102.0,Fresh,77.0,13.0,66.0,753.0,2014,2014.0
Jack and the Cuckoo-Clock Heart,PG,Animation,2014-09-24,2014-07-10,102.0,Fresh,77.0,13.0,66.0,753.0,2014,2014.0
Jack and the Cuckoo-Clock Heart,PG,Drama,2014-09-24,2014-07-10,102.0,Fresh,77.0,13.0,66.0,753.0,2014,2014.0
The Boys and Girl from County Clare,R,Art House & International,2004-03-04,2005-12-07,90.0,Rotten,46.0,28.0,61.0,1412.0,2005,2004.0
The Boys and Girl from County Clare,R,Comedy,2004-03-04,2005-12-07,90.0,Rotten,46.0,28.0,61.0,1412.0,2005,2004.0
The Boys and Girl from County Clare,R,Musical & Performing Arts,2004-03-04,2005-12-07,90.0,Rotten,46.0,28.0,61.0,1412.0,2005,2004.0
The Brady Bunch Movie,PG-13,Comedy,1995-02-17,2003-10-06,90.0,Fresh,62.0,42.0,46.0,48528.0,2003,1995.0
The Brainwashing of My Dad,NR,Documentary,2016-03-18,2016-03-18,95.0,Rotten,58.0,12.0,78.0,239.0,2016,2016.0
The Brand New Testament (Le tout nouveau testament),NR,Comedy,2016-09-12,2017-07-03,112.0,Certified Fresh,82.0,77.0,68.0,2820.0,2017,2016.0
The Brass Teapot,R,Comedy,2013-05-04,2013-06-18,101.0,Rotten,32.0,31.0,51.0,2523.0,2013,2013.0
The Brass Teapot,R,Mystery & Suspense,2013-05-04,2013-06-18,101.0,Rotten,32.0,31.0,51.0,2523.0,2013,2013.0
The Brass Teapot,R,Science Fiction & Fantasy,2013-05-04,2013-06-18,101.0,Rotten,32.0,31.0,51.0,2523.0,2013,2013.0
The Brave Little Toaster Goes to Mars,NR,Animation,1998-05-19,2003-02-09,75.0,Rotten,40.0,5.0,45.0,3785.0,2003,1998.0
The Brave Little Toaster Goes to Mars,NR,Kids & Family,1998-05-19,2003-02-09,75.0,Rotten,40.0,5.0,45.0,3785.0,2003,1998.0
The Breadwinner,PG-13,Animation,2017-11-17,2018-06-03,93.0,Certified Fresh,95.0,101.0,86.0,1923.0,2018,2017.0
The Breadwinner,PG-13,Drama,2017-11-17,2018-06-03,93.0,Certified Fresh,95.0,101.0,86.0,1923.0,2018,2017.0
The Breadwinner,PG-13,Kids & Family,2017-11-17,2018-06-03,93.0,Certified Fresh,95.0,101.0,86.0,1923.0,2018,2017.0
The Breaker Upperers,NR,Art House & International,,2019-02-15,81.0,Certified Fresh,89.0,44.0,52.0,339.0,2019,
The Breaker Upperers,NR,Comedy,,2019-02-15,81.0,Certified Fresh,89.0,44.0,52.0,339.0,2019,
The Breaker Upperers,NR,Romance,,2019-02-15,81.0,Certified Fresh,89.0,44.0,52.0,339.0,2019,
The Bridge (Die Brücke),NR,Art House & International,1959-10-22,1998-07-28,106.0,Fresh,100.0,8.0,87.0,927.0,1998,1959.0
The Bridge (Die Brücke),NR,Drama,1959-10-22,1998-07-28,106.0,Fresh,100.0,8.0,87.0,927.0,1998,1959.0
The Brink,NR,Documentary,2019-03-29,2019-04-06,90.0,Certified Fresh,84.0,95.0,56.0,34.0,2019,2019.0
The Broken Circle Breakdown,NR,Art House & International,2013-01-11,2014-11-03,112.0,Certified Fresh,82.0,101.0,85.0,5012.0,2014,2013.0
The Broken Circle Breakdown,NR,Drama,2013-01-11,2014-11-03,112.0,Certified Fresh,82.0,101.0,85.0,5012.0,2014,2013.0
The Bronze,R,Comedy,2016-03-18,2016-02-08,100.0,Rotten,35.0,97.0,44.0,4935.0,2016,2016.0
The Bronze,R,Drama,2016-03-18,2016-02-08,100.0,Rotten,35.0,97.0,44.0,4935.0,2016,2016.0
The Brooklyn Banker,R,Drama,2016-05-08,2017-03-21,98.0,Rotten,20.0,5.0,92.0,92.0,2017,2016.0
The Brooklyn Brothers Beat The Best,NR,Comedy,2012-09-21,2013-07-01,97.0,Rotten,33.0,21.0,62.0,1128.0,2013,2012.0
The Brooklyn Brothers Beat The Best,NR,Musical & Performing Arts,2012-09-21,2013-07-01,97.0,Rotten,33.0,21.0,62.0,1128.0,2013,2012.0
The Brother from Another Planet,R,Art House & International,1984-07-09,2003-10-25,109.0,Fresh,88.0,26.0,75.0,4512.0,2003,1984.0
The Brother from Another Planet,R,Comedy,1984-07-09,2003-10-25,109.0,Fresh,88.0,26.0,75.0,4512.0,2003,1984.0
The Brother from Another Planet,R,Drama,1984-07-09,2003-10-25,109.0,Fresh,88.0,26.0,75.0,4512.0,2003,1984.0
The Brother from Another Planet,R,Science Fiction & Fantasy,1984-07-09,2003-10-25,109.0,Fresh,88.0,26.0,75.0,4512.0,2003,1984.0
The Brother from Another Planet,R,Romance,1984-07-09,2003-10-25,109.0,Fresh,88.0,26.0,75.0,4512.0,2003,1984.0
The Brothers Grimsby,R,Comedy,2016-11-03,2016-06-21,83.0,Rotten,38.0,136.0,41.0,14939.0,2016,2016.0
The Bubble,NR,Art House & International,2007-07-09,2008-12-02,118.0,Rotten,53.0,40.0,84.0,4670.0,2008,2007.0
The Bubble,NR,Drama,2007-07-09,2008-12-02,118.0,Rotten,53.0,40.0,84.0,4670.0,2008,2007.0
The Bugs Bunny/Road Runner Movie,G,Animation,,2005-10-25,105.0,Fresh,100.0,6.0,87.0,538.0,2005,
The Bugs Bunny/Road Runner Movie,G,Kids & Family,,2005-10-25,105.0,Fresh,100.0,6.0,87.0,538.0,2005,
The 'Burbs,PG,Comedy,1989-02-17,1999-04-05,101.0,Rotten,53.0,38.0,71.0,60800.0,1999,1989.0
The 'Burbs,PG,Mystery & Suspense,1989-02-17,1999-04-05,101.0,Rotten,53.0,38.0,71.0,60800.0,1999,1989.0
The 'Burbs,PG,Special Interest,1989-02-17,1999-04-05,101.0,Rotten,53.0,38.0,71.0,60800.0,1999,1989.0
"The Butcher, The Chef And The Swordsman",PG-13,Action & Adventure,2011-03-18,2011-09-27,95.0,Rotten,42.0,12.0,40.0,679.0,2011,2011.0
"The Butcher, The Chef And The Swordsman",PG-13,Art House & International,2011-03-18,2011-09-27,95.0,Rotten,42.0,12.0,40.0,679.0,2011,2011.0
"The Butcher, The Chef And The Swordsman",PG-13,Comedy,2011-03-18,2011-09-27,95.0,Rotten,42.0,12.0,40.0,679.0,2011,2011.0
The Bye Bye Man,PG-13,Horror,2017-01-13,2017-04-25,96.0,Rotten,19.0,85.0,22.0,7211.0,2017,2017.0
The Cabin in the Woods,R,Horror,2012-04-13,2012-09-18,95.0,Certified Fresh,91.0,278.0,74.0,206942.0,2012,2012.0
The Cabin in the Woods,R,Mystery & Suspense,2012-04-13,2012-09-18,95.0,Certified Fresh,91.0,278.0,74.0,206942.0,2012,2012.0
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),NR,Art House & International,1920-02-26,1997-10-15,52.0,Certified Fresh,100.0,51.0,89.0,27634.0,1997,1920.0
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),NR,Classics,1920-02-26,1997-10-15,52.0,Certified Fresh,100.0,51.0,89.0,27634.0,1997,1920.0
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),NR,Cult Movies,1920-02-26,1997-10-15,52.0,Certified Fresh,100.0,51.0,89.0,27634.0,1997,1920.0
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),NR,Horror,1920-02-26,1997-10-15,52.0,Certified Fresh,100.0,51.0,89.0,27634.0,1997,1920.0
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),NR,Mystery & Suspense,1920-02-26,1997-10-15,52.0,Certified Fresh,100.0,51.0,89.0,27634.0,1997,1920.0
The Cage Fighter,NR,Action & Adventure,2018-02-02,2018-12-06,81.0,Fresh,94.0,17.0,42.0,111.0,2018,2018.0
The Cage Fighter,NR,Documentary,2018-02-02,2018-12-06,81.0,Fresh,94.0,17.0,42.0,111.0,2018,2018.0
The Cage Fighter,NR,Drama,2018-02-02,2018-12-06,81.0,Fresh,94.0,17.0,42.0,111.0,2018,2018.0
The Call,R,Mystery & Suspense,2013-03-15,2013-06-25,88.0,Rotten,45.0,130.0,65.0,54393.0,2013,2013.0
The Call of Cthulhu,NR,Horror,1969-12-31,2007-05-29,47.0,Fresh,100.0,6.0,85.0,4548.0,2007,1969.0
The Call of Cthulhu,NR,Musical & Performing Arts,1969-12-31,2007-05-29,47.0,Fresh,100.0,6.0,85.0,4548.0,2007,1969.0
The Calling,R,Mystery & Suspense,2014-08-29,2014-09-23,108.0,Rotten,51.0,45.0,33.0,4815.0,2014,2014.0
The Camden 28,NR,Documentary,2007-07-27,2007-09-18,90.0,Fresh,89.0,27.0,69.0,47.0,2007,2007.0
The Camden 28,NR,Drama,2007-07-27,2007-09-18,90.0,Fresh,89.0,27.0,69.0,47.0,2007,2007.0
The Campaign,R,Comedy,2012-10-08,2012-10-30,86.0,Fresh,66.0,203.0,51.0,123088.0,2012,2012.0
The Canal,NR,Horror,2014-10-10,2015-12-01,92.0,Fresh,71.0,24.0,49.0,1226.0,2015,2014.0
The Cannibal Club,NR,Comedy,2019-01-03,2019-05-03,81.0,Rotten,57.0,14.0,57.0,7.0,2019,2019.0
The Cannibal Club,NR,Horror,2019-01-03,2019-05-03,81.0,Rotten,57.0,14.0,57.0,7.0,2019,2019.0
The Canterbury Tales,R,Art House & International,1971-01-01,1998-03-11,111.0,Fresh,63.0,8.0,63.0,2200.0,1998,1971.0
The Canterbury Tales,R,Classics,1971-01-01,1998-03-11,111.0,Fresh,63.0,8.0,63.0,2200.0,1998,1971.0
The Canterbury Tales,R,Comedy,1971-01-01,1998-03-11,111.0,Fresh,63.0,8.0,63.0,2200.0,1998,1971.0
The Canterbury Tales,R,Drama,1971-01-01,1998-03-11,111.0,Fresh,63.0,8.0,63.0,2200.0,1998,1971.0
The Canterville Ghost,NR,Classics,1944-01-07,1991-08-21,95.0,Fresh,86.0,7.0,72.0,551.0,1991,1944.0
The Canterville Ghost,NR,Comedy,1944-01-07,1991-08-21,95.0,Fresh,86.0,7.0,72.0,551.0,1991,1944.0
The Canterville Ghost,NR,Science Fiction & Fantasy,1944-01-07,1991-08-21,95.0,Fresh,86.0,7.0,72.0,551.0,1991,1944.0
The Canyons,R,Drama,2013-02-08,2013-11-25,100.0,Rotten,22.0,93.0,15.0,3183.0,2013,2013.0
The Canyons,R,Mystery & Suspense,2013-02-08,2013-11-25,100.0,Rotten,22.0,93.0,15.0,3183.0,2013,2013.0
The Captain (Der Hauptmann),NR,Art House & International,2018-07-27,2018-11-27,118.0,Certified Fresh,85.0,52.0,81.0,603.0,2018,2018.0
The Captain (Der Hauptmann),NR,Drama,2018-07-27,2018-11-27,118.0,Certified Fresh,85.0,52.0,81.0,603.0,2018,2018.0
The Captive,R,Mystery & Suspense,2014-09-12,2015-03-03,112.0,Rotten,30.0,54.0,34.0,87.0,2015,2014.0
The Car,R,Action & Adventure,1977-01-01,1999-07-20,98.0,Rotten,25.0,16.0,51.0,5993.0,1999,1977.0
The Car,R,Horror,1977-01-01,1999-07-20,98.0,Rotten,25.0,16.0,51.0,5993.0,1999,1977.0
The Car,R,Mystery & Suspense,1977-01-01,1999-07-20,98.0,Rotten,25.0,16.0,51.0,5993.0,1999,1977.0
The Cartel,NR,Documentary,2010-04-15,2014-12-09,89.0,Rotten,48.0,29.0,69.0,178.0,2014,2010.0
The Cartel,NR,Kids & Family,2010-04-15,2014-12-09,89.0,Rotten,48.0,29.0,69.0,178.0,2014,2010.0
The Cartel,NR,Special Interest,2010-04-15,2014-12-09,89.0,Rotten,48.0,29.0,69.0,178.0,2014,2010.0
The Case for Christ,PG,Drama,2017-07-04,2017-08-15,112.0,Rotten,59.0,27.0,90.0,20.0,2017,2017.0
The Cassandra Crossing,R,Action & Adventure,1977-09-02,1999-05-10,126.0,Rotten,30.0,10.0,52.0,2642.0,1999,1977.0
The Cassandra Crossing,R,Art House & International,1977-09-02,1999-05-10,126.0,Rotten,30.0,10.0,52.0,2642.0,1999,1977.0
The Cassandra Crossing,R,Drama,1977-09-02,1999-05-10,126.0,Rotten,30.0,10.0,52.0,2642.0,1999,1977.0
The Cassandra Crossing,R,Mystery & Suspense,1977-09-02,1999-05-10,126.0,Rotten,30.0,10.0,52.0,2642.0,1999,1977.0
The Castle,R,Comedy,1999-07-05,1999-11-16,85.0,Fresh,86.0,37.0,92.0,14599.0,1999,1999.0
The Cat from Outer Space,G,Comedy,1978-09-06,1999-03-30,103.0,Fresh,67.0,9.0,59.0,7056.0,1999,1978.0
The Cat from Outer Space,G,Kids & Family,1978-09-06,1999-03-30,103.0,Fresh,67.0,9.0,59.0,7056.0,1999,1978.0
The Cat from Outer Space,G,Science Fiction & Fantasy,1978-09-06,1999-03-30,103.0,Fresh,67.0,9.0,59.0,7056.0,1999,1978.0
The Cat o' Nine Tails (Il gatto a nove code),R,Art House & International,1971-11-02,2005-03-29,102.0,Fresh,81.0,21.0,53.0,4145.0,2005,1971.0
The Cat o' Nine Tails (Il gatto a nove code),R,Drama,1971-11-02,2005-03-29,102.0,Fresh,81.0,21.0,53.0,4145.0,2005,1971.0
The Cat o' Nine Tails (Il gatto a nove code),R,Horror,1971-11-02,2005-03-29,102.0,Fresh,81.0,21.0,53.0,4145.0,2005,1971.0
The Cat o' Nine Tails (Il gatto a nove code),R,Mystery & Suspense,1971-11-02,2005-03-29,102.0,Fresh,81.0,21.0,53.0,4145.0,2005,1971.0
The Catcher Was A Spy,R,Drama,2018-06-22,2018-02-10,98.0,Rotten,32.0,75.0,53.0,462.0,2018,2018.0
The Catechism Cataclysm,NR,Comedy,2011-10-19,2012-02-27,81.0,Rotten,44.0,18.0,44.0,189.0,2012,2011.0
The Catered Affair,NR,Comedy,1956-06-14,1991-02-27,93.0,Rotten,17.0,6.0,71.0,436.0,1991,1956.0
The Catered Affair,NR,Drama,1956-06-14,1991-02-27,93.0,Rotten,17.0,6.0,71.0,436.0,1991,1956.0
The Celestine Prophecy,PG,Action & Adventure,2006-04-19,2006-12-19,99.0,Rotten,4.0,23.0,53.0,19601.0,2006,2006.0
The Celestine Prophecy,PG,Mystery & Suspense,2006-04-19,2006-12-19,99.0,Rotten,4.0,23.0,53.0,19601.0,2006,2006.0
The Cell,R,Horror,2000-08-18,2000-12-19,106.0,Rotten,45.0,163.0,57.0,180824.0,2000,2000.0
The Cell,R,Mystery & Suspense,2000-08-18,2000-12-19,106.0,Rotten,45.0,163.0,57.0,180824.0,2000,2000.0
The Cell,R,Science Fiction & Fantasy,2000-08-18,2000-12-19,106.0,Rotten,45.0,163.0,57.0,180824.0,2000,2000.0
The Challenge,R,Action & Adventure,1982-07-17,2016-02-16,112.0,Rotten,50.0,6.0,69.0,320.0,2016,1982.0
The Challenge,R,Drama,1982-07-17,2016-02-16,112.0,Rotten,50.0,6.0,69.0,320.0,2016,1982.0
The Challenge,NR,Documentary,2017-08-09,2018-02-01,70.0,Fresh,75.0,16.0,40.0,45.0,2018,2017.0
The Chamber,NR,Art House & International,2018-02-23,2018-02-23,87.0,Rotten,36.0,14.0,16.0,62.0,2018,2018.0
The Chamber,NR,Mystery & Suspense,2018-02-23,2018-02-23,87.0,Rotten,36.0,14.0,16.0,62.0,2018,2018.0
The Change-Up,R,Comedy,2011-05-08,2011-08-11,113.0,Rotten,25.0,153.0,47.0,46357.0,2011,2011.0
The Changeover,NR,Drama,2019-02-22,2019-02-22,95.0,Fresh,70.0,30.0,65.0,256.0,2019,2019.0
The Changeover,NR,Mystery & Suspense,2019-02-22,2019-02-22,95.0,Fresh,70.0,30.0,65.0,256.0,2019,2019.0
The Changeover,NR,Science Fiction & Fantasy,2019-02-22,2019-02-22,95.0,Fresh,70.0,30.0,65.0,256.0,2019,2019.0
The Chaperone,PG-13,Comedy,2011-02-18,2011-08-03,104.0,Rotten,29.0,17.0,43.0,2698.0,2011,2011.0
The Chaperone,PG-13,Kids & Family,2011-02-18,2011-08-03,104.0,Rotten,29.0,17.0,43.0,2698.0,2011,2011.0
The Chaser (Chugyeogja),NR,Action & Adventure,2008-01-02,2009-04-08,124.0,Fresh,82.0,34.0,89.0,5376.0,2009,2008.0
The Chaser (Chugyeogja),NR,Art House & International,2008-01-02,2009-04-08,124.0,Fresh,82.0,34.0,89.0,5376.0,2009,2008.0
The Chaser (Chugyeogja),NR,Drama,2008-01-02,2009-04-08,124.0,Fresh,82.0,34.0,89.0,5376.0,2009,2008.0
The Chaser (Chugyeogja),NR,Mystery & Suspense,2008-01-02,2009-04-08,124.0,Fresh,82.0,34.0,89.0,5376.0,2009,2008.0
The Chateau,R,Comedy,2002-08-23,2003-09-23,91.0,Rotten,50.0,52.0,30.0,955.0,2003,2002.0
The Chateau,R,Drama,2002-08-23,2003-09-23,91.0,Rotten,50.0,52.0,30.0,955.0,2003,2002.0
The Cherry Orchard,PG,Art House & International,2000-03-18,2003-02-25,141.0,Rotten,54.0,26.0,30.0,674.0,2003,2000.0
The Cherry Orchard,PG,Drama,2000-03-18,2003-02-25,141.0,Rotten,54.0,26.0,30.0,674.0,2003,2000.0
The Chess Players (Shatranj Ke Khiladi),NR,Art House & International,1978-09-19,2006-04-18,129.0,Fresh,89.0,9.0,87.0,1005.0,2006,1978.0
The Chess Players (Shatranj Ke Khiladi),NR,Drama,1978-09-19,2006-04-18,129.0,Fresh,89.0,9.0,87.0,1005.0,2006,1978.0
The Childhood of a Leader,NR,Drama,2016-07-22,2016-07-22,116.0,Certified Fresh,89.0,64.0,53.0,1509.0,2016,2016.0
The Children Act,R,Art House & International,2018-09-14,2018-11-13,105.0,Fresh,73.0,108.0,61.0,630.0,2018,2018.0
The Children Act,R,Drama,2018-09-14,2018-11-13,105.0,Fresh,73.0,108.0,61.0,630.0,2018,2018.0
The China Hustle,R,Documentary,2018-03-30,2018-03-30,82.0,Fresh,77.0,30.0,82.0,199.0,2018,2018.0
The Choice,PG-13,Drama,2016-05-02,2016-03-05,100.0,Rotten,11.0,82.0,62.0,12477.0,2016,2016.0
The Choice,PG-13,Romance,2016-05-02,2016-03-05,100.0,Rotten,11.0,82.0,62.0,12477.0,2016,2016.0
The Christmas Candle,PG,Drama,2013-11-22,2014-04-11,100.0,Rotten,21.0,24.0,75.0,4417.0,2014,2013.0
The Christmas Candle,PG,Kids & Family,2013-11-22,2014-04-11,100.0,Rotten,21.0,24.0,75.0,4417.0,2014,2013.0
The Christmas Chronicles,NR,Animation,,2018-11-22,,Fresh,68.0,50.0,78.0,1130.0,2018,
The Christmas Chronicles,NR,Comedy,,2018-11-22,,Fresh,68.0,50.0,78.0,1130.0,2018,
The Christmas Chronicles,NR,Kids & Family,,2018-11-22,,Fresh,68.0,50.0,78.0,1130.0,2018,
The Chronicle of Anna Magdalena Bach,NR,Art House & International,1968-12-31,2006-01-17,93.0,Fresh,100.0,7.0,65.0,581.0,2006,1968.0
The Chronicle of Anna Magdalena Bach,NR,Classics,1968-12-31,2006-01-17,93.0,Fresh,100.0,7.0,65.0,581.0,2006,1968.0
The Chronicle of Anna Magdalena Bach,NR,Drama,1968-12-31,2006-01-17,93.0,Fresh,100.0,7.0,65.0,581.0,2006,1968.0
The Church (La Chiesa),R,Art House & International,1989-10-03,2002-02-19,110.0,Fresh,64.0,11.0,48.0,2470.0,2002,1989.0
The Church (La Chiesa),R,Horror,1989-10-03,2002-02-19,110.0,Fresh,64.0,11.0,48.0,2470.0,2002,1989.0
The Church (La Chiesa),R,Science Fiction & Fantasy,1989-10-03,2002-02-19,110.0,Fresh,64.0,11.0,48.0,2470.0,2002,1989.0
The Circle,PG-13,Drama,2017-04-28,2017-01-08,,Rotten,15.0,137.0,21.0,18015.0,2017,2017.0
The Circle,PG-13,Mystery & Suspense,2017-04-28,2017-01-08,,Rotten,15.0,137.0,21.0,18015.0,2017,2017.0
The Citadel,NR,Classics,1938-10-29,2009-03-23,112.0,Fresh,89.0,9.0,70.0,404.0,2009,1938.0
The Citadel,NR,Drama,1938-10-29,2009-03-23,112.0,Fresh,89.0,9.0,70.0,404.0,2009,1938.0
The Clapper,R,Comedy,2018-01-26,2018-06-03,89.0,Rotten,24.0,25.0,32.0,229.0,2018,2018.0
The Clapper,R,Romance,2018-01-26,2018-06-03,89.0,Rotten,24.0,25.0,32.0,229.0,2018,2018.0
The Class,PG-13,Art House & International,2008-05-24,2009-11-08,128.0,Certified Fresh,96.0,158.0,82.0,12566.0,2009,2008.0
The Class,PG-13,Drama,2008-05-24,2009-11-08,128.0,Certified Fresh,96.0,158.0,82.0,12566.0,2009,2008.0
The Cleanse,R,Comedy,2018-04-05,2018-04-05,81.0,Fresh,82.0,22.0,40.0,501.0,2018,2018.0
The Cleanse,R,Horror,2018-04-05,2018-04-05,81.0,Fresh,82.0,22.0,40.0,501.0,2018,2018.0
The Client List,NR,Drama,,2011-01-02,95.0,Fresh,83.0,6.0,42.0,758.0,2011,
The Client List,NR,Television,,2011-01-02,95.0,Fresh,83.0,6.0,42.0,758.0,2011,
The Closer You Get,PG-13,Art House & International,2000-02-25,2006-10-01,90.0,Rotten,32.0,19.0,50.0,199.0,2006,2000.0
The Closer You Get,PG-13,Comedy,2000-02-25,2006-10-01,90.0,Rotten,32.0,19.0,50.0,199.0,2006,2000.0
The Clovehitch Killer,NR,Horror,2018-11-16,2019-05-03,110.0,Fresh,77.0,31.0,68.0,714.0,2019,2018.0
The Cobbler,PG-13,Comedy,2015-03-13,2015-12-05,98.0,Rotten,9.0,68.0,36.0,9445.0,2015,2015.0
The Cold Lands,NR,Drama,2014-03-14,2014-12-08,101.0,Fresh,64.0,11.0,56.0,108.0,2014,2014.0
The Cold Light of Day,PG-13,Action & Adventure,2012-07-09,2013-01-29,93.0,Rotten,4.0,45.0,29.0,19617.0,2013,2012.0
The Cold Light of Day,PG-13,Mystery & Suspense,2012-07-09,2013-01-29,93.0,Rotten,4.0,45.0,29.0,19617.0,2013,2012.0
The Collection,R,Action & Adventure,2012-11-30,2013-03-26,81.0,Rotten,38.0,48.0,50.0,19394.0,2013,2012.0
The Collection,R,Horror,2012-11-30,2013-03-26,81.0,Rotten,38.0,48.0,50.0,19394.0,2013,2012.0
The Collection,R,Mystery & Suspense,2012-11-30,2013-03-26,81.0,Rotten,38.0,48.0,50.0,19394.0,2013,2012.0
The Collector,NR,Classics,1965-01-05,2002-01-10,119.0,Fresh,100.0,13.0,84.0,3041.0,2002,1965.0
The Collector,NR,Drama,1965-01-05,2002-01-10,119.0,Fresh,100.0,13.0,84.0,3041.0,2002,1965.0
The Collector,NR,Mystery & Suspense,1965-01-05,2002-01-10,119.0,Fresh,100.0,13.0,84.0,3041.0,2002,1965.0
The Collector,NR,Special Interest,1965-01-05,2002-01-10,119.0,Fresh,100.0,13.0,84.0,3041.0,2002,1965.0
The Collectors,R,Action & Adventure,2000-10-17,2000-10-17,97.0,Fresh,80.0,5.0,33.0,87.0,2000,2000.0
The Collectors,R,Mystery & Suspense,2000-10-17,2000-10-17,97.0,Fresh,80.0,5.0,33.0,87.0,2000,2000.0
The Colony,NR,Action & Adventure,2013-09-20,2013-10-15,93.0,Rotten,18.0,33.0,22.0,7399.0,2013,2013.0
The Colony,NR,Science Fiction & Fantasy,2013-09-20,2013-10-15,93.0,Rotten,18.0,33.0,22.0,7399.0,2013,2013.0
The Color of Pomegranates (Sayat Nova ),NR,Art House & International,1980-06-10,2005-08-03,90.0,Fresh,93.0,15.0,84.0,1699.0,2005,1980.0
The Color of Pomegranates (Sayat Nova ),NR,Drama,1980-06-10,2005-08-03,90.0,Fresh,93.0,15.0,84.0,1699.0,2005,1980.0
The Color of Pomegranates (Sayat Nova ),NR,Special Interest,1980-06-10,2005-08-03,90.0,Fresh,93.0,15.0,84.0,1699.0,2005,1980.0
The Color of Time,R,Drama,2014-12-12,2015-01-27,72.0,Rotten,5.0,21.0,20.0,1138.0,2015,2014.0
The Color of Time,R,Special Interest,2014-12-12,2015-01-27,72.0,Rotten,5.0,21.0,20.0,1138.0,2015,2014.0
The Color Wheel,NR,Comedy,2012-05-18,2015-08-25,83.0,Fresh,78.0,27.0,57.0,361.0,2015,2012.0
The Color Wheel,NR,Drama,2012-05-18,2015-08-25,83.0,Fresh,78.0,27.0,57.0,361.0,2015,2012.0
The Colossus of Rhodes,NR,Action & Adventure,1961-06-16,2007-06-26,129.0,Fresh,63.0,8.0,32.0,525.0,2007,1961.0
The Colossus of Rhodes,NR,Art House & International,1961-06-16,2007-06-26,129.0,Fresh,63.0,8.0,32.0,525.0,2007,1961.0
The Colossus of Rhodes,NR,Classics,1961-06-16,2007-06-26,129.0,Fresh,63.0,8.0,32.0,525.0,2007,1961.0
The Colossus of Rhodes,NR,Drama,1961-06-16,2007-06-26,129.0,Fresh,63.0,8.0,32.0,525.0,2007,1961.0
The Comedian,R,Comedy,2017-03-02,2017-02-05,119.0,Rotten,24.0,111.0,28.0,2190.0,2017,2017.0
The Comedy,NR,Drama,2012-09-11,2013-03-26,94.0,Rotten,47.0,34.0,55.0,4437.0,2013,2012.0
The Command (Kursk),PG-13,Action & Adventure,2019-06-21,2019-06-21,117.0,Fresh,69.0,48.0,64.0,53.0,2019,2019.0
The Command (Kursk),PG-13,Drama,2019-06-21,2019-06-21,117.0,Fresh,69.0,48.0,64.0,53.0,2019,2019.0
The Commune (Kollektivet),NR,Art House & International,2017-05-19,2017-05-19,111.0,Fresh,71.0,92.0,60.0,724.0,2017,2017.0
The Commune (Kollektivet),NR,Drama,2017-05-19,2017-05-19,111.0,Fresh,71.0,92.0,60.0,724.0,2017,2017.0
The Commuter,PG-13,Drama,2018-12-01,2018-04-17,105.0,Rotten,56.0,202.0,39.0,5164.0,2018,2018.0
The Commuter,PG-13,Mystery & Suspense,2018-12-01,2018-04-17,105.0,Rotten,56.0,202.0,39.0,5164.0,2018,2018.0
The Company You Keep,R,Mystery & Suspense,2013-05-04,2013-08-13,121.0,Rotten,54.0,119.0,45.0,13526.0,2013,2013.0
The Competition,NR,Comedy,2018-01-26,2018-03-27,,Rotten,17.0,6.0,54.0,137.0,2018,2018.0
The Competition,NR,Romance,2018-01-26,2018-03-27,,Rotten,17.0,6.0,54.0,137.0,2018,2018.0
The Con Is On,R,Comedy,2018-04-05,2018-07-24,95.0,Rotten,0.0,5.0,47.0,149.0,2018,2018.0
The Concert (Le concert),PG-13,Art House & International,2010-07-30,2011-01-01,119.0,Fresh,61.0,66.0,78.0,11193.0,2011,2010.0
The Concert (Le concert),PG-13,Comedy,2010-07-30,2011-01-01,119.0,Fresh,61.0,66.0,78.0,11193.0,2011,2010.0
The Concert (Le concert),PG-13,Musical & Performing Arts,2010-07-30,2011-01-01,119.0,Fresh,61.0,66.0,78.0,11193.0,2011,2010.0
