movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Green Card,PG-13,"Comedy, Romance",12-25-90,04-03-03,108,Fresh,60,30,50,26263
Green Dragon,PG-13,Drama,01-19-01,10-09-02,113,Fresh,61,28,52,1580
Green for Danger,NR,"Classics, Drama, Mystery , Suspense",07-08-47,02-13-07,91,Fresh,73,15,84,1068
The Green Hornet,PG-13,"Action , Adventure, Comedy, Science Fiction , Fantasy",01-14-11,03-05-11,119,Rotten,44,233,43,116318
Green Lantern,PG-13,"Action , Adventure, Science Fiction , Fantasy",06-17-11,10-14-11,113,Rotten,26,240,45,149152
Green Lantern: First Flight,PG-13,"Action , Adventure, Animation, Science Fiction , Fantasy",07-28-09,07-28-09,77,Rotten,50,6,70,3980
The Green Mile,R,"Drama, Mystery , Suspense, Science Fiction , Fantasy",10-12-99,06-13-00,188,Certified Fresh,79,133,94,813410
The Green Pastures,NR,"Classics, Comedy, Drama",07-16-36,10-01-06,93,Fresh,81,16,84,839
Green Room,R,Horror,04-29-16,12-07-16,94,Certified Fresh,90,229,75,21549
The Green Slime,G,"Drama, Horror, Science Fiction , Fantasy",01-01-69,09-25-91,90,Rotten,20,10,41,985
Green Street Hooligans,R,Drama,09-16-05,06-13-06,106,Rotten,47,64,87,219848
Greenberg,R,"Comedy, Drama",03-26-10,07-13-10,100,Certified Fresh,76,172,42,36772
Greenfingers,R,"Comedy, Drama",07-27-01,02-01-02,91,Rotten,46,69,66,5479
Greenwich Village: Music That Defined a Generation,NR,"Documentary, Musical , Performing Arts",01-18-13,11-11-13,93,Fresh,71,7,44,197
Greetings From Tim Buckley,NR,Drama,03-05-13,09-16-13,99,Fresh,72,32,45,1756
Gregory Crewdson: Brief Encounters,NR,"Documentary, Musical , Performing Arts",10-31-12,05-21-13,77,Fresh,94,18,83,827
Gregory's Girl,PG,"Art House , International, Comedy, Drama, Romance",04-10-19,06-11-01,91,Fresh,94,16,81,5640
Gremlins,PG,"Comedy, Horror, Science Fiction , Fantasy",01-06-84,06-22-99,120,Certified Fresh,84,63,78,451477
Gremlins 2: The New Batch,PG-13,"Comedy, Horror, Science Fiction , Fantasy",06-15-90,08-20-02,107,Fresh,69,45,57,268148
Greta,R,Drama,01-03-19,05-28-19,98,Fresh,60,255,41,725
Gretchen,NR,Comedy,,10-27-09,98,Fresh,83,6,44,49
Grey Gardens,PG,"Documentary, Special Interest",09-27-75,08-14-01,94,Fresh,94,33,85,7542
Grey Gardens,NR,"Drama, Television",04-18-09,07-14-09,105,Fresh,87,30,79,4336
Grey Owl,PG-13,Drama,01-10-99,02-15-00,107,Rotten,17,12,56,3446
"Greystoke: The Legend of Tarzan, Lord of the Apes",PG,"Action , Adventure, Art House , International, Drama, Kids , Family",03-30-84,08-06-04,130,Fresh,71,14,60,15019
Gridiron Gang,PG-13,"Action , Adventure, Drama",09-15-06,01-16-07,120,Rotten,42,100,81,286830
Il Grido (The Cry),NR,"Art House , International, Drama",01-01-57,09-26-00,115,Fresh,75,12,81,1311
Griff the Invisible,PG-13,"Art House , International, Comedy, Drama, Romance",08-19-11,11-15-11,93,Fresh,63,56,52,2726
The Grifters,R,"Drama, Mystery , Suspense",09-14-90,06-30-98,114,Certified Fresh,90,42,70,10984
Grigris,NR,Drama,10-07-13,08-19-14,100,Fresh,67,15,32,60
Gringo,R,"Action , Adventure, Comedy, Drama",09-03-18,05-06-18,110,Rotten,40,129,39,1084
Gringo Trails,NR,"Action , Adventure, Documentary, Drama",05-09-14,11-16-15,79,Fresh,71,7,70,153
Touchez Pas au Grisbi (Hands Off the Loot),NR,"Art House , International, Drama, Mystery , Suspense",01-01-54,01-18-05,94,Fresh,100,23,86,2168
Grizzly Man,R,Documentary,12-08-05,12-26-05,100,Certified Fresh,92,141,85,53743
Le fils de l'épicier (The Grocer's Son),NR,"Art House , International, Drama",06-06-08,06-01-09,96,Certified Fresh,90,60,75,2164
The Groomsmen,R,Comedy,07-14-06,11-16-06,98,Rotten,52,33,44,18233
Groove,R,Drama,09-06-00,05-12-00,84,Rotten,57,51,80,5940
Gross Anatomy,PG-13,"Comedy, Drama",10-20-89,03-09-02,107,Rotten,30,10,53,5553
Grosse Pointe Blank,R,"Action , Adventure, Comedy, Drama, Mystery , Suspense",11-04-97,05-19-98,107,Certified Fresh,80,70,87,72979
Ground Control,R,"Action , Adventure, Drama, Mystery , Suspense",08-26-98,04-27-99,89,Rotten,40,5,34,841
Groundhog Day,PG,"Comedy, Science Fiction , Fantasy, Special Interest, Romance",12-02-93,01-29-02,102,Certified Fresh,96,78,88,416342
Growing Up Smith (Good Ol' Boy),PG-13,"Comedy, Drama, Kids , Family",03-02-17,06-13-17,102,Fresh,73,11,80,384
Grown Up Movie Star,NR,"Comedy, Drama",12-31-09,08-21-12,95,Fresh,80,5,72,121
Grown Ups,PG-13,Comedy,06-25-10,09-11-10,102,Rotten,10,166,62,270679
Grown Ups 2,PG-13,Comedy,12-07-13,05-11-13,101,Rotten,7,112,53,180859
The Grudge 2,PG-13,"Horror, Mystery , Suspense",10-13-06,06-02-07,102,Rotten,12,76,40,253374
Grudge Match,PG-13,"Comedy, Drama, Sports , Fitness",12-25-13,08-04-14,113,Rotten,31,139,46,36023
Grumpier Old Men,PG-13,Comedy,12-22-95,11-18-97,101,Rotten,17,18,62,70126
Grumpy Cat's Worst Christmas Ever,NR,Comedy,,12-22-14,120,Rotten,27,11,38,286
Grumpy Old Men,PG-13,"Comedy, Drama",12-24-93,08-27-97,103,Fresh,63,40,74,154163
In Bloom,NR,Drama,10-01-14,11-18-14,102,Certified Fresh,92,49,75,1307
GTFO: Get the F&#% Out,NR,Documentary,,10-27-15,76,Fresh,100,5,40,30
Guardians of the Galaxy,PG-13,"Action , Adventure, Science Fiction , Fantasy",01-08-14,09-12-14,121,Certified Fresh,91,316,92,254717
Guardians of the Galaxy Vol. 2,PG-13,"Action , Adventure, Comedy, Science Fiction , Fantasy",05-05-17,08-22-17,137,Certified Fresh,84,395,87,108021
Guarding Tess,PG-13,"Comedy, Mystery , Suspense",11-03-94,04-14-98,95,Rotten,57,35,48,19721
Güeros,NR,Comedy,05-20-15,10-20-15,106,Certified Fresh,92,51,80,1299
Guerrilla: The Taking of Patty Hearst,NR,Documentary,11-26-04,09-27-05,88,Certified Fresh,89,47,83,1166
Guess Who,PG-13,Comedy,03-25-05,02-08-05,105,Rotten,42,151,49,269572
Guess Who's Coming to Dinner,NR,"Classics, Comedy, Drama, Romance",11-12-67,05-22-01,108,Fresh,71,31,85,38204
Guest of Cindy Sherman,NR,"Documentary, Musical , Performing Arts",01-04-08,11-02-13,88,Fresh,71,24,64,1145
Guidance,NR,Comedy,08-21-15,11-24-15,85,Fresh,88,16,57,466
The Guilty,R,"Drama, Mystery , Suspense",09-23-00,12-06-01,107,Rotten,40,5,43,364
Guilty as Sin,R,"Drama, Mystery , Suspense",04-06-93,01-07-03,104,Rotten,38,16,34,2750
Guilty by Suspicion,PG-13,Drama,01-01-91,01-06-04,105,Fresh,65,17,54,3499
Guilty Of Romance,NR,"Art House , International, Drama, Mystery , Suspense",01-21-13,11-28-11,144,Fresh,65,17,60,482
Gulliver's Travels,PG,"Action , Adventure, Comedy, Science Fiction , Fantasy",12-25-10,04-19-11,87,Rotten,20,119,27,61870
The Gumball Rally,PG,"Action , Adventure, Comedy",07-28-76,08-30-05,105,Rotten,30,10,65,4405
Gun Hill Road,R,Drama,05-08-11,05-03-13,88,Fresh,65,31,68,736
Gun Shy,R,Comedy,04-02-00,10-30-01,102,Rotten,24,42,36,5286
Gun Shy,R,"Action , Adventure",08-09-17,08-09-17,86,Rotten,0,9,39,126
Guncrazy,R,"Action , Adventure, Drama, Mystery , Suspense",01-01-92,11-24-98,97,Fresh,63,8,40,2734
Gunfight at the O.K. Corral,G,"Action , Adventure, Classics, Western",01-01-57,04-21-03,122,Fresh,82,11,69,6811
Gunga Din,PG,"Action , Adventure, Classics, Comedy, Drama",02-17-39,07-12-04,117,Fresh,92,26,74,6066
Gunless,NR,"Action , Adventure, Comedy, Western",07-15-11,08-08-11,89,Rotten,40,5,64,1401
Gunnin' for That #1 Spot,PG-13,"Documentary, Sports , Fitness",06-27-08,10-21-08,90,Certified Fresh,74,42,66,418
The Guns of Navarone,PG,"Action , Adventure, Art House , International, Classics, Drama",06-22-61,05-23-00,158,Fresh,95,22,86,20730
Guru,NR,"Art House , International, Drama",12-01-07,03-13-07,161,Fresh,83,12,84,7768
Gut,NR,"Horror, Mystery , Suspense",10-26-12,05-28-13,90,Rotten,50,10,26,196
Guy and Madeline on a Park Bench,NR,"Drama, Musical , Performing Arts",05-11-10,03-05-11,82,Fresh,91,23,47,1319
Guy X,R,Comedy,05-13-05,11-27-07,94,Rotten,42,12,22,1832
Guys and Balls,R,"Art House , International, Comedy, Drama, Sports , Fitness",04-28-06,05-09-06,106,Rotten,38,13,72,1082
Guys and Dolls,NR,"Classics, Comedy, Drama, Musical , Performing Arts",01-01-55,05-15-01,150,Fresh,91,32,83,30820
Guzaarish,NR,"Drama, Romance",11-19-10,01-18-11,135,Fresh,67,9,71,1803
Gwen,NR,"Horror, Mystery , Suspense",08-16-19,08-16-19,98,Fresh,71,58,83,126
Gymkata,R,"Action , Adventure, Drama",,06-25-91,90,Rotten,17,12,40,3821
Gypsy 83,R,"Art House , International, Comedy, Drama",06-06-01,11-23-04,94,Rotten,54,26,78,3041
When the Road Bends: Tales of a Gypsy Caravan,PG,"Documentary, Musical , Performing Arts, Special Interest",06-15-07,08-26-08,111,Certified Fresh,86,50,82,2870
H,R,"Art House , International, Drama, Mystery , Suspense",01-01-02,05-24-05,106,Fresh,80,5,52,1819
H2: Halloween II,R,Horror,08-28-09,12-01-10,106,Rotten,21,78,45,385902
Ha-shoter (Policeman),NR,"Art House , International, Drama",06-13-14,02-14-17,105,Fresh,61,18,47,175
Habermann,NR,"Art House , International, Drama",05-08-11,08-07-12,104,Rotten,40,5,77,102
Hachi: A Dog's Tale,G,"Drama, Kids , Family",12-18-09,09-03-10,93,Fresh,64,28,84,14712
Hackers,PG-13,"Action , Adventure, Mystery , Suspense, Science Fiction , Fantasy",09-15-95,04-24-01,104,Rotten,33,45,68,122262
Hacksaw Ridge,R,"Action , Adventure, Drama",04-11-16,02-21-17,139,Certified Fresh,85,266,91,55163
Hagazussa: A Heathen's Curse (Hagazussa),NR,"Art House , International, Horror",04-19-19,04-23-19,102,Fresh,95,22,44,91
Haiku Tunnel,R,"Art House , International, Comedy",09-14-01,02-26-02,92,Fresh,60,47,76,1197
"Hail, Caesar!",PG-13,Comedy,05-02-16,07-06-16,106,Certified Fresh,86,349,44,40649
"Je Vous Salue, Marie (Hail Mary)",R,"Art House , International, Drama, Special Interest, Faith , Spirituality",01-23-85,03-29-05,107,Fresh,70,10,63,990
Hail the Conquering Hero,NR,"Classics, Comedy, Drama",09-08-44,10-05-11,101,Fresh,95,20,85,608
Hair,PG,"Comedy, Drama, Musical , Performing Arts",03-14-79,05-15-01,122,Fresh,90,21,88,29912
Hair High,G,"Animation, Comedy, Horror, Romance",04-17-04,11-30-10,78,Fresh,75,20,72,152
HairBrained,PG-13,"Comedy, Drama",02-28-14,03-24-14,97,Rotten,22,18,26,176
Hairspray,PG,"Comedy, Musical , Performing Arts",07-20-07,11-20-07,117,Certified Fresh,91,219,85,763432
"Hale County This Morning, This Evening",NR,Documentary,09-14-18,06-18-19,76,Certified Fresh,97,66,38,188
Half Light,R,"Drama, Mystery , Suspense, Science Fiction , Fantasy",01-01-05,01-17-06,110,Rotten,25,8,46,8633
Half a Sixpence,NR,"Classics, Musical , Performing Arts, Romance",01-01-67,06-04-04,148,Rotten,29,7,78,1568
Half Baked,R,Comedy,01-16-98,06-30-98,82,Rotten,29,24,81,194212
Half Magic,R,Comedy,02-23-18,03-04-18,100,Rotten,55,29,55,137
Half Nelson,R,Drama,11-08-06,04-24-07,87,Certified Fresh,90,157,82,56525
Half of a Yellow Sun,R,Drama,05-16-14,07-29-14,113,Rotten,51,53,36,1442
Half Past Dead,PG-13,"Action , Adventure",11-15-02,04-03-03,98,Rotten,3,88,38,18466
Hall Pass,R,Comedy,02-25-11,06-14-11,106,Rotten,33,175,40,58131
Halloween,R,Horror,08-31-07,12-18-07,109,Rotten,27,116,59,360821
Halloween,R,Horror,10-19-18,01-15-19,109,Certified Fresh,79,358,70,9237
Halloween 4: The Return of Michael Myers,R,Horror,01-01-88,08-25-98,88,Rotten,29,28,53,69072
Halloween 5: The Revenge of Michael Myers,R,Horror,10-13-89,05-09-00,96,Rotten,13,24,37,65631
Halloween H20,R,Horror,07-27-98,10-19-99,86,Rotten,52,61,49,179921
Halloween II,R,"Drama, Horror",10-30-81,09-22-98,93,Rotten,28,39,63,76931
Halloween III: Season of the Witch,R,"Horror, Science Fiction , Fantasy",10-22-82,08-31-04,99,Rotten,42,26,27,52329
Halloween: Resurrection,R,Horror,01-07-02,10-12-02,89,Rotten,11,63,26,90350
Halloween - The Curse of Michael Myers (Halloween 6),R,"Horror, Kids , Family",01-06-95,10-10-00,1,Rotten,6,34,37,68025
Halloweentown,NR,"Comedy, Kids , Family, Science Fiction , Fantasy",09-17-98,09-13-05,90,Fresh,80,5,72,30621
Halls of Montezuma,NR,"Action , Adventure, Classics, Drama",01-01-50,06-11-01,113,Fresh,88,8,49,1526
Hamburger Hill,R,"Action , Adventure, Drama",08-28-87,02-15-00,104,Fresh,100,11,72,33032
Hamlet 2,R,Comedy,08-22-08,12-21-08,92,Fresh,62,144,56,17653
Hammer Of The Gods,R,"Action , Adventure",05-07-13,10-09-13,99,Rotten,29,21,71,141
Hammett,PG,"Action , Adventure, Drama, Mystery , Suspense",01-01-82,01-11-05,95,Fresh,80,10,62,1112
Hampstead,PG-13,"Comedy, Drama, Romance",06-14-19,06-14-19,103,Rotten,44,59,40,389
Hancock,PG-13,"Action , Adventure, Comedy, Drama",06-16-08,11-25-08,92,Rotten,41,224,59,556991
The Handmaid's Tale,R,"Drama, Science Fiction , Fantasy",09-03-90,11-12-01,109,Rotten,28,18,44,5708
Hands of Stone,R,"Action , Adventure, Drama",08-26-16,11-22-16,105,Rotten,44,106,52,5259
Handsome Harry,R,Drama,04-16-10,12-28-10,94,Fresh,81,26,56,392
Hang 'em High,PG-13,"Classics, Drama, Western",07-31-68,06-19-01,114,Fresh,92,13,73,32891
Hangar 10,NR,"Horror, Mystery , Suspense, Science Fiction , Fantasy",,08-31-15,83,Rotten,14,7,17,129
Hangin' with the Homeboys,R,"Comedy, Drama",05-24-91,01-13-04,89,Fresh,83,6,68,1334
Hanging Up,PG-13,"Comedy, Drama",02-18-00,06-27-00,95,Rotten,12,85,34,21249
Hangman,NR,Horror,,09-02-16,85,Fresh,100,6,29,124
Hangman,R,"Drama, Mystery , Suspense",12-22-17,02-27-18,98,Rotten,5,22,29,403
Hangmen Also Die,NR,Classics,03-23-43,09-05-00,131,Fresh,85,13,67,399
Hanky Panky,PG,"Action , Adventure, Comedy, Drama, Mystery , Suspense",04-06-82,09-24-02,107,Rotten,33,9,31,1266
Hanna,PG-13,"Action , Adventure, Mystery , Suspense",08-04-11,06-09-11,111,Fresh,72,225,66,72396
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,G,"Documentary, Kids , Family, Musical , Performing Arts",01-02-08,08-19-08,75,Fresh,73,44,70,88859
Hannah and Her Sisters,PG-13,"Comedy, Drama, Romance",07-02-86,06-11-01,103,Certified Fresh,91,56,91,31029
Hannah Arendt,NR,Drama,05-29-13,11-19-13,109,Certified Fresh,87,71,75,3582
Hannah Free,NR,"Drama, Gay , Lesbian",11-12-09,01-06-10,86,Rotten,20,10,47,219
Hannah Gadsby: Nanette,NR,Comedy,06-19-18,06-19-18,69,Certified Fresh,100,46,22,1477
Hannah Montana: The Movie,G,"Comedy, Kids , Family",10-04-09,08-18-09,92,Rotten,43,132,67,379867
Hannah Takes the Stairs,NR,"Art House , International, Comedy, Drama",08-22-07,04-22-08,83,Rotten,59,46,45,2808
Hannibal Buress: Comedy Camisado,NR,"Comedy, Television",,05-02-16,83,Fresh,100,7,55,12
Hannibal Rising,R,"Drama, Horror, Mystery , Suspense",09-02-07,05-29-07,121,Rotten,16,147,55,549917
Hanover Street,PG,"Action , Adventure, Drama, Romance",01-01-79,07-31-01,109,Rotten,57,7,41,3304
Hans Christian Andersen,G,"Classics, Kids , Family, Musical , Performing Arts, Romance",11-25-52,06-03-01,112,Fresh,83,6,75,6682
Hansel and Gretel: Witch Hunters,R,"Action , Adventure, Comedy",01-25-13,11-06-13,87,Rotten,15,139,53,98574
The Happiest Millionaire,G,"Comedy, Drama, Kids , Family, Musical , Performing Arts",06-23-67,07-20-99,164,Rotten,50,6,82,3313
Happily N'ever After,PG,"Animation, Comedy, Kids , Family, Science Fiction , Fantasy",12-16-06,01-05-07,87,Rotten,4,80,34,244328
The Happiness of the Katakuris,R,"Art House , International, Comedy, Drama, Horror, Musical , Performing Arts",01-01-01,02-25-03,113,Fresh,66,29,82,8531
Happy Accidents,R,"Comedy, Drama, Romance",08-24-01,12-17-02,110,Fresh,72,61,75,7366
Happy Anniversary,NR,Comedy,03-30-18,03-30-18,,Fresh,83,6,53,154
Happy as Lazzaro (Lazzaro felice),PG-13,"Art House , International, Drama",,11-30-18,130,Certified Fresh,90,81,83,296
Happy Birthday to Me,R,"Art House , International, Horror",01-01-81,10-26-04,111,Rotten,27,11,42,4377
Happy Campers,R,Comedy,01-21-01,06-18-02,91,Rotten,57,7,62,4487
Happy Christmas,R,Drama,07-25-14,11-11-14,78,Certified Fresh,75,73,37,7746
Happy Death Day,PG-13,Horror,10-13-17,01-16-18,,Fresh,71,148,66,16128
Happy Death Day 2U,PG-13,Horror,02-13-19,05-14-19,120,Fresh,70,194,59,2546
Happy Endings,R,"Art House , International, Comedy, Drama",07-15-05,05-11-05,128,Rotten,55,108,63,9112
Happy Feet,PG,"Animation, Comedy, Kids , Family",11-17-06,03-27-07,109,Certified Fresh,76,166,70,617295
Happy Feet Two,PG,"Animation, Art House , International, Kids , Family",11-18-11,03-13-12,99,Rotten,45,120,61,90899
"Happy, Happy",R,"Art House , International, Comedy, Special Interest",09-16-11,01-24-12,85,Certified Fresh,85,48,59,814
Happy Here and Now,R,"Drama, Mystery , Suspense",08-06-02,12-27-05,89,Rotten,48,21,41,671
Happy People: A Year in the Taiga,NR,"Art House , International, Documentary, Special Interest",01-25-13,04-23-13,94,Certified Fresh,88,48,77,2378
"Happy, Texas",PG-13,Comedy,01-10-99,02-10-01,104,Certified Fresh,81,52,55,7840
Happy Valley,NR,"Documentary, Drama",11-19-14,07-04-15,100,Fresh,89,35,70,1897
HappyThankYouMorePlease,R,Comedy,04-03-11,06-21-11,99,Rotten,40,52,60,6952
Hara-Kiri: Death of a Samurai,NR,"Action , Adventure, Art House , International, Drama",07-20-12,01-21-13,126,Certified Fresh,76,42,75,4450
Harakiri,G,"Art House , International, Classics, Drama",01-01-62,08-23-05,135,Fresh,100,8,97,5900
Harbinger Down,R,"Horror, Science Fiction , Fantasy",07-08-15,01-09-15,82,Rotten,43,7,19,378
Hard Breakers,R,Comedy,05-20-11,03-07-12,97,Rotten,14,7,9,447
Hard Candy,R,"Drama, Horror, Mystery , Suspense",04-14-06,09-19-06,104,Fresh,67,144,78,105867
Hard Core Logo,R,"Comedy, Drama, Musical , Performing Arts",11-13-98,12-06-01,96,Fresh,69,13,89,6769
Hard Eight,R,Drama,01-20-96,05-10-99,101,Fresh,83,36,83,11849
Hard Rain,R,"Action , Adventure",01-06-97,12-15-98,96,Rotten,28,43,34,37483
Hard Sell,NR,"Comedy, Drama",05-20-16,05-20-16,96,Rotten,33,9,61,166
Hard Target,R,"Action , Adventure",01-01-93,06-30-98,97,Rotten,53,32,49,35800
Hard Ticket to Hawaii,R,"Action , Adventure, Comedy, Mystery , Suspense",,10-23-01,100,Rotten,17,6,45,1253
Hard to be a God,NR,"Science Fiction , Fantasy",01-30-15,06-30-15,170,Certified Fresh,95,40,65,2160
Hard to Kill,R,"Action , Adventure, Drama, Mystery , Suspense",01-06-90,01-27-98,96,Rotten,33,12,47,44896
The Hard Way,R,"Action , Adventure, Comedy",01-06-91,11-17-98,111,Fresh,74,19,53,11212
The Hard Word,R,"Action , Adventure, Art House , International, Comedy, Drama, Mystery , Suspense",06-13-03,07-10-03,2,Rotten,39,82,40,2082
Hardball,PG-13,"Comedy, Drama",09-14-01,02-19-02,115,Rotten,40,101,70,55350
Hardcore Henry,R,"Action , Adventure, Science Fiction , Fantasy",08-04-16,07-26-16,90,Rotten,50,143,54,18242
The Harder They Come,R,"Classics, Drama",08-02-73,01-14-02,105,Fresh,91,33,83,5578
Hardware,R,"Action , Adventure, Horror, Science Fiction , Fantasy",09-14-90,06-05-03,94,Rotten,50,12,53,5416
Hardware Wars,NR,Comedy,08-09-09,04-23-02,13,Fresh,83,6,68,3399
Hari Kondabolu: Warn Your Relatives,NR,Comedy,,08-05-18,,Fresh,100,7,46,15
Harlem Aria,R,"Comedy, Drama",05-03-99,06-04-10,100,Rotten,10,10,50,65
Harlem Nights,R,"Action , Adventure, Comedy",11-17-89,01-29-02,116,Rotten,21,34,80,34424
Harley Davidson and the Marlboro Man,R,"Action , Adventure",08-23-91,06-02-01,100,Rotten,22,18,65,12238
Harmonium (Fuchi ni tatsu),NR,"Art House , International, Drama",06-16-17,11-14-17,118,Fresh,100,38,80,231
Harmontown,NR,"Comedy, Documentary, Special Interest",03-10-14,06-10-15,101,Fresh,79,24,80,609
Harold & Kumar Escape from Guantanamo Bay,R,Comedy,04-24-08,07-29-08,101,Rotten,52,136,60,377839
Harold & Kumar Go to White Castle,R,"Action , Adventure, Comedy",07-30-04,04-01-05,88,Fresh,74,147,80,324178
Harold And Lillian: A Hollywood Love Story,NR,Documentary,04-28-17,03-10-17,100,Fresh,97,31,90,239
Harold and Maude,PG,"Classics, Comedy, Romance",12-20-71,06-27-00,91,Certified Fresh,84,45,93,56412
Harold's Going Stiff,NR,"Comedy, Horror",,02-12-13,77,Fresh,100,6,59,206
Harper (The Moving Target),NR,"Drama, Mystery , Suspense",02-23-66,11-14-06,121,Fresh,100,18,74,1677
Harpoon,NR,"Art House , International, Comedy, Horror",04-10-19,08-10-19,83,Certified Fresh,96,46,76,17
Harrison's Flowers,R,"Art House , International, Drama",03-15-02,01-21-03,130,Rotten,49,86,76,4749
Harry and the Hendersons,PG,"Comedy, Kids , Family",05-06-87,04-24-07,111,Rotten,42,19,53,45661
Harry and Walter Go to New York,PG,Comedy,06-17-76,09-07-02,111,Fresh,63,8,33,172
Harry Benson: Shoot First,NR,Documentary,09-12-16,09-12-16,87,Fresh,85,27,46,195
Harry Brown,R,"Art House , International, Drama, Mystery , Suspense",04-30-10,08-31-10,103,Fresh,62,125,75,42663
Harry Dean Stanton: Partly Fiction,NR,"Documentary, Television",09-13-13,02-06-14,77,Fresh,92,26,76,392
Harry Potter and the Chamber of Secrets,PG,"Kids , Family, Science Fiction , Fantasy",11-15-02,11-04-03,161,Certified Fresh,83,235,80,1150581
Harry Potter and the Deathly Hallows - Part 1,PG-13,"Action , Adventure, Drama, Kids , Family, Mystery , Suspense, Science Fiction , Fantasy",11-19-10,04-15-11,146,Certified Fresh,77,276,85,351353
Harry Potter and the Deathly Hallows - Part 2,PG-13,"Action , Adventure, Drama, Kids , Family, Mystery , Suspense, Science Fiction , Fantasy",07-15-11,11-11-11,131,Certified Fresh,96,329,89,391222
Harry Potter and the Goblet of Fire,PG-13,"Action , Adventure, Kids , Family, Science Fiction , Fantasy",11-18-05,07-03-06,157,Certified Fresh,88,253,74,34153607
Harry Potter and the Half-Blood Prince,PG,"Action , Adventure, Drama, Kids , Family, Mystery , Suspense, Science Fiction , Fantasy",07-15-09,08-12-09,154,Certified Fresh,83,276,78,1558838
Harry Potter and the Order of the Phoenix,PG-13,"Action , Adventure, Drama, Kids , Family, Science Fiction , Fantasy",11-07-07,11-11-07,138,Certified Fresh,78,250,81,2332946
Harry Potter and the Prisoner of Azkaban,PG,"Kids , Family, Science Fiction , Fantasy",04-06-04,11-22-04,142,Certified Fresh,90,257,86,1167820
Harry Potter and the Sorcerer's Stone,PG,"Action , Adventure, Kids , Family, Science Fiction , Fantasy",11-16-01,05-28-02,152,Certified Fresh,81,197,82,1157306
Harsh Times,R,"Action , Adventure, Drama",10-11-06,03-13-07,115,Rotten,48,99,55,91186
Hart's War,R,Drama,02-15-02,09-07-02,128,Rotten,59,123,48,43881
Harvard Beats Yale 29-29,PG,"Documentary, Sports , Fitness",05-09-08,04-08-09,105,Fresh,92,38,76,551
Harvard Man,R,"Comedy, Drama",10-29-02,05-11-02,97,Rotten,33,36,33,7894
Harvest,R,"Drama, Romance",06-05-11,06-21-11,84,Fresh,73,11,65,824
Harvey,NR,"Classics, Comedy, Drama, Science Fiction , Fantasy",10-13-50,06-02-01,104,Fresh,85,27,93,38443
The Harvey Girls,NR,"Classics, Comedy, Musical , Performing Arts, Western",01-01-46,04-30-01,102,Fresh,100,10,82,5699
Hasan Minhaj: Homecoming King,NR,Comedy,,05-23-17,72,Fresh,78,9,85,149
Ha-Sodot (The Secrets),R,"Art House , International, Drama, Gay , Lesbian",06-14-07,07-04-09,120,Fresh,67,15,83,560
Hatari!,NR,"Action , Adventure, Classics, Comedy, Drama",05-24-62,07-24-01,157,Fresh,67,24,77,8668
Hatchet,R,Horror,04-27-06,12-18-07,84,Rotten,52,46,45,13757
Hatchet for the Honeymoon (Il rosso segno della follia),PG,"Art House , International, Horror, Mystery , Suspense, Science Fiction , Fantasy",02-06-70,06-06-00,84,Rotten,50,6,49,1596
Hatchet II,NR,"Action , Adventure, Comedy, Horror, Mystery , Suspense",01-10-10,01-02-11,96,Rotten,40,35,35,2867
Hatchet III,R,Horror,06-14-13,08-13-13,81,Rotten,57,23,39,1813
Hate Crime,R,"Drama, Mystery , Suspense, Gay , Lesbian",01-14-05,11-14-06,103,Rotten,6,18,60,1063
Hateship Loveship,R,"Comedy, Drama",11-04-14,12-08-14,102,Rotten,50,54,36,1312
Hating Breitbart,PG-13,"Documentary, Special Interest",05-17-12,05-20-13,92,Rotten,0,9,92,803
Haunt,R,Horror,07-03-14,09-06-14,86,Rotten,39,18,30,10167
Haunt,R,"Horror, Mystery , Suspense",09-13-19,09-13-19,92,Fresh,68,38,100,7
Dark House,R,"Drama, Horror, Mystery , Suspense",03-14-14,11-03-14,102,Rotten,9,11,23,230
The Haunted Mansion,PG,"Comedy, Horror, Kids , Family, Mystery , Suspense, Science Fiction , Fantasy",11-26-03,04-20-04,88,Rotten,13,139,30,134945
The Haunted Palace,NR,Horror,08-28-63,07-03-00,87,Fresh,71,7,66,1272
The Haunted World of El Superbeasto,R,"Action , Adventure, Animation, Comedy, Horror, Mystery , Suspense",09-22-09,09-22-09,77,Rotten,40,5,48,2146
Haunter,NR,"Horror, Mystery , Suspense",10-18-13,11-02-14,97,Rotten,54,35,42,5366
Haunters: The Art of the Scare,NR,"Documentary, Horror",,03-10-17,88,Fresh,100,9,80,125
The Haunting of Molly Hartley,PG-13,"Drama, Mystery , Suspense",10-31-08,02-24-09,86,Rotten,3,40,18,62305
House (Hausu),NR,"Art House , International, Comedy, Horror, Science Fiction , Fantasy, Special Interest",01-09-77,10-25-10,87,Fresh,90,29,80,3064
Hav Plenty,R,"Comedy, Romance",06-19-98,05-02-02,87,Rotten,36,22,84,1603
Hava Nagila: The Movie,NR,"Documentary, Drama, Special Interest",01-03-13,05-11-13,73,Fresh,89,28,67,390
Havana Motor Club,NR,"Documentary, Drama, Sports , Fitness",08-04-16,08-04-16,84,Fresh,88,8,39,109
